insert_date,co2x,o2xx,temp,humi,sensor_name
8/19/2022 11:10,524.9773,21.09313,31.86275,61.55396,test                          
8/19/2022 11:15,532.7228,21.09669,31.9749,61.21979,test                          
8/19/2022 11:20,535.7457,21.10026,32.10307,60.83832,test                          
8/19/2022 11:25,535.1734,21.10383,32.13245,61.52039,test                          
8/19/2022 11:30,538.7494,21.10517,32.25796,60.60486,test                          
8/19/2022 11:35,545.6206,21.10517,32.30068,61.3327,test                          
8/19/2022 11:41,534.9794,21.10873,32.27398,61.52496,test                          
8/19/2022 11:46,526.426,21.10873,32.31403,61.44409,test                          
8/19/2022 11:51,529.5691,21.10115,32.45556,61.39374,test                          
8/19/2022 11:56,542.8879,21.09714,32.51431,61.40289,test                          
8/19/2022 12:01,532.0754,21.1007,32.53033,60.73914,test                          
8/19/2022 12:06,533.7195,21.1007,32.47425,61.58142,test                          
8/19/2022 12:11,524.1663,21.10427,32.61311,61.46545,test                          
8/19/2022 12:16,535.3982,21.10338,32.59975,61.95221,test                          
8/19/2022 12:21,522.2111,21.10695,32.61311,61.59515,test                          
8/19/2022 12:26,519.4937,21.11052,32.6852,61.65924,test                          
8/19/2022 12:31,520.206,21.11408,32.81071,61.21521,test                          
8/19/2022 12:36,496.3251,21.11766,32.98161,60.21576,test                          
8/19/2022 12:41,486.9913,21.12122,32.98161,59.57947,test                          
8/19/2022 12:47,481.5167,21.12122,33.05371,59.81293,test                          
8/19/2022 12:52,484.1845,21.12122,33.06706,59.43909,test                          
8/19/2022 12:57,481.2088,21.12479,33.15251,59.13696,test                          
8/19/2022 13:02,479.8056,21.12479,33.15251,59.08203,test                          
8/19/2022 13:07,484.8072,21.12925,33.22194,58.92944,test                          
8/19/2022 13:12,478.4466,21.12925,33.26467,59.19952,test                          
8/19/2022 13:17,482.144,21.12925,33.29405,58.90808,test                          
8/19/2022 13:22,522.7849,21.13282,32.90951,55.06744,test                          
8/19/2022 13:27,538.5398,21.13638,32.23125,51.82037,test                          
8/19/2022 13:32,588.6082,21.13995,31.74792,47.32056,test                          
8/19/2022 13:37,620.7561,21.14352,31.45152,44.83032,test                          
8/19/2022 13:42,641.4264,21.14709,31.04028,43.79578,test                          
8/19/2022 13:47,655.76,21.15066,30.65842,42.72461,test                          
8/19/2022 13:53,684.3333,21.15422,30.31663,42.73376,test                          
8/19/2022 13:58,702.527,21.15423,30.12169,42.67578,test                          
8/19/2022 14:03,707.5328,21.15066,29.93477,44.25964,test                          
8/19/2022 14:08,699.943,21.14709,29.76654,41.4978,test                          
8/19/2022 14:13,697.5846,21.13996,29.41405,39.56604,test                          
8/19/2022 14:18,727.4662,21.13282,29.29923,39.55231,test                          
8/19/2022 14:23,771.9415,21.12211,29.1844,38.78326,test                          
8/19/2022 14:28,786.5945,21.11141,29.10162,38.37128,test                          
8/19/2022 14:33,812.1881,21.1007,29.00282,38.42621,test                          
8/19/2022 14:38,826.763,21.09,28.90402,38.71613,test                          
8/19/2022 14:43,845.7832,21.0793,28.73312,38.62305,test                          
8/19/2022 14:48,849.137,21.06859,28.7171,38.64746,test                          
8/19/2022 14:53,859.4193,21.06146,28.60494,38.73749,test                          
8/19/2022 14:59,868.5289,21.05789,28.56222,38.29041,test                          
8/19/2022 15:04,874.009,21.05521,28.56222,38.13934,test                          
8/19/2022 15:09,877.8248,21.05165,28.42069,37.96387,test                          
8/19/2022 15:14,885.3582,21.05165,28.42069,37.88757,test                          
8/19/2022 15:19,882.2429,21.05165,28.33792,37.3764,test                          
8/19/2022 15:24,883.1907,21.04808,28.27917,37.41913,test                          
8/19/2022 15:29,897.4832,21.04451,28.22308,37.55341,test                          
8/19/2022 15:34,902.6594,21.04094,28.18036,37.75024,test                          
8/19/2022 15:39,890.9835,21.04094,28.06821,37.65259,test                          
8/19/2022 15:44,900.7677,21.04094,28.03883,38.00049,test                          
8/19/2022 15:49,901.599,21.03738,28.03883,37.79907,test                          
8/19/2022 15:54,897.3022,21.03648,28.02548,37.88605,test                          
8/19/2022 15:59,897.3465,21.03291,27.88396,37.87231,test                          
8/19/2022 16:04,904.1626,21.02935,27.8706,37.80823,test                          
8/19/2022 16:10,894.6687,21.02578,27.82788,37.77771,test                          
8/19/2022 16:15,900.9395,21.02578,27.7718,37.87231,test                          
8/19/2022 16:20,905.8301,21.02578,27.7264,37.75787,test                          
8/19/2022 16:25,917.73,21.02578,27.7264,37.80518,test                          
8/19/2022 16:30,924.9053,21.02578,27.65697,37.5473,test                          
8/19/2022 16:35,922.5509,21.02355,27.59823,38.4079,test                          
8/19/2022 16:40,926.1977,21.01998,27.55817,37.77771,test                          
8/19/2022 16:45,930.425,21.01641,27.47272,37.59308,test                          
8/19/2022 16:50,929.6658,21.01285,27.47272,37.06512,test                          
8/19/2022 16:55,943.8692,21.01285,27.38728,36.86829,test                          
8/19/2022 17:00,950.9686,21.01285,27.38728,36.94305,test                          
8/19/2022 17:05,952.7703,21.00928,27.23239,37.04224,test                          
8/19/2022 17:10,955.6053,21.00571,27.24841,36.8927,test                          
8/19/2022 17:15,971.3533,21.00571,27.27512,37.6358,test                          
8/19/2022 17:20,983.3597,21.00214,27.3312,36.9751,test                          
8/19/2022 17:26,977.86,21.0008,27.48608,38.71002,test                          
8/19/2022 17:31,1020.353,20.99723,28.23643,39.73236,test                          
